CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName,ETLLoadID,LoadDate,UpdateDate
106,509,11105,,Candace,,Fernandez,False,1964-12-28,S,,F,candace15@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,5029 Blue Ridge,,1 (11) 500 555-0162,2001-11-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
107,568,11106,,Jessie,,Liu,False,1964-09-11,S,,M,jessie9@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,3063 Blue Jay Drive,,1 (11) 500 555-0163,2001-11-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
108,554,11107,,Bianca,,Lin,False,1959-09-09,M,,F,bianca7@adventure-works.com,90000,1,0,Bachelors,Professional,1,1,7530 Eola,,1 (11) 500 555-0121,2001-11-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
109,534,11108,,Kari,C,Alvarez,False,1963-07-14,S,,F,kari25@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,9178 Thornhill Place,,1 (11) 500 555-0169,2001-11-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
110,697,11109,,Ruben,D,Kapoor,False,1963-11-05,S,,M,ruben1@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,1984 Glendale Circle,,1 (11) 500 555-0132,2001-11-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
111,473,11110,,Curtis,,Yang,False,1962-06-06,M,,M,curtis5@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,4052 Mt. Wilson Way,,1 (11) 500 555-0127,2001-11-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
112,632,11111,,Meredith,T,Gutierrez,False,1962-02-23,M,,F,meredith34@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,7610 Northridge Ct.,,1 (11) 500 555-0179,2001-11-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
113,492,11112,,Crystal,C,Wang,False,1962-09-09,M,,F,crystal3@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,2773 Kirkwood Dr,,1 (11) 500 555-0134,2001-11-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
114,531,11113,,Micheal,A,Blanco,False,1962-02-21,M,,M,micheal11@adventure-works.com,70000,5,4,Bachelors,Professional,1,2,596 Marfargoa Drive,,1 (11) 500 555-0131,2003-08-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
115,679,11114,,Leslie,C,Moreno,False,1962-05-28,S,,F,leslie7@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,2,7941 Cristobal,,1 (11) 500 555-0115,2003-09-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
116,554,11115,,Alvin,D,Cai,False,1962-02-12,M,,M,alvin20@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,2,7759 Azalea Avenue,,1 (11) 500 555-0191,2003-08-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
117,558,11116,,Clinton,E,Carlson,False,1962-10-07,M,,M,clinton14@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,2,7943 Cunha Ct.,,1 (11) 500 555-0184,2003-09-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
118,509,11117,,April,,Deng,False,1961-02-21,M,,F,april1@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,485 Ash Lane,,1 (11) 500 555-0182,2001-11-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
119,648,11118,,Alvin,M,Zeng,False,1957-07-03,S,,M,alvin21@adventure-works.com,80000,1,0,Partial College,Skilled Manual,0,1,3853 Wildcat Circle,Unit 13c12,1 (11) 500 555-0174,2004-01-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
120,534,11119,,Evan,V,James,False,1935-04-10,S,,M,evan8@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,4157 Sierra Ridge,,1 (11) 500 555-0187,2003-08-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
121,558,11120,,Beth,H,Jiménez,False,1936-08-09,S,,F,beth8@adventure-works.com,40000,2,0,Bachelors,Management,1,1,7401 Las Palmas,,1 (11) 500 555-0164,2001-11-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
122,518,11121,,Orlando,,Suarez,False,1960-11-18,M,,M,orlando19@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,7743 Hames Dr,,1 (11) 500 555-0198,2003-12-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
123,669,11122,,Byron,,Vazquez,False,1960-04-02,M,,M,byron9@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,3187 Hackamore Lane,,1 (11) 500 555-0136,2003-08-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
124,699,11123,,Philip,A,Alvarez,False,1960-06-20,M,,M,philip4@adventure-works.com,70000,5,4,Partial College,Skilled Manual,1,3,2775 Mt. Olivet Pl.,,1 (11) 500 555-0191,2003-10-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
125,568,11124,,Ross,F,Jordan,False,1957-07-27,S,,M,ross1@adventure-works.com,80000,1,0,Partial College,Skilled Manual,1,1,6973 Dublin Court,,1 (11) 500 555-0126,2001-11-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
126,692,11125,,Dana,J,Navarro,False,1956-04-08,S,,F,dana2@adventure-works.com,70000,1,0,Partial College,Skilled Manual,1,1,8481 Zartop Street,,1 (11) 500 555-0172,2003-08-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
127,519,11126,,Shaun,,Carson,False,1949-04-07,M,,M,shaun16@adventure-works.com,10000,2,1,High School,Skilled Manual,0,2,57 Wolf Way,,1 (11) 500 555-0155,2001-11-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
128,690,11127,,Jan,,Edwards,False,1975-10-21,M,,F,jan11@adventure-works.com,40000,0,0,High School,Skilled Manual,1,1,9409 The Alameda,,111-555-0118,2003-10-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
129,678,11128,,Samantha,,Long,False,1975-12-05,M,,F,samantha35@adventure-works.com,40000,0,0,High School,Skilled Manual,1,1,1606 Alderwood Lane,,175-555-0139,2003-12-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
130,694,11129,,Julia,M,Wright,False,1975-08-05,S,,F,julia17@adventure-works.com,40000,0,0,High School,Skilled Manual,1,1,7397 Central Blvd.,,456-555-0174,2002-02-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
131,500,11130,,Caroline,L,Russell,False,1980-01-06,M,,F,caroline21@adventure-works.com,30000,0,0,High School,Skilled Manual,1,2,3884 Bates Court,,424-555-0137,2004-06-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
132,490,11131,,Amanda,,Rivera,False,1980-03-12,M,,F,amanda7@adventure-works.com,30000,0,0,High School,Skilled Manual,0,2,9573 Royal Oak Rd.,,918-555-0126,2004-04-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
133,647,11132,,Melissa,E,Richardson,False,1980-10-26,S,,F,melissa31@adventure-works.com,30000,0,0,High School,Skilled Manual,0,2,6832 Fruitwood Dr,,928-555-0118,2003-10-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
134,644,11133,,Angela,,Griffin,False,1980-09-08,S,,F,angela23@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,3828 Baltic Sea Ct,,598-555-0174,2004-07-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
135,531,11134,,Larry,D,Townsend,False,1946-02-26,S,,M,larry14@adventure-works.com,10000,5,0,High School,Skilled Manual,1,2,7034 Carson,,1 (11) 500 555-0130,2001-11-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
136,445,11135,,Marcus,L,Harris,False,1979-11-03,S,,M,marcus14@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,9068 Quiet Place Drive,,442-555-0119,2003-10-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
137,511,11136,,Brianna,D,Morgan,False,1978-10-26,S,,F,brianna30@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,9005 Eagle Ct.,,954-555-0117,2003-07-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
138,551,11137,,Jasmine,A,Taylor,False,1978-07-20,M,,F,jasmine7@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,2457 Matterhorn Court,,557-555-0146,2004-02-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
139,633,11138,,Lauren,,Davis,False,1978-09-15,M,,F,lauren23@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,8105 Pembrook Court,,832-555-0121,2004-03-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
140,613,11139,,Tanya,,Moreno,False,1938-11-09,S,,F,tanya2@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,6155 Wilbur Drive,,1 (11) 500 555-0185,2004-03-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
141,443,11140,,Javier,L,Alvarez,False,1977-02-11,S,,M,javier1@adventure-works.com,30000,0,0,Partial High School,Clerical,0,2,8935 Etcheverry Dr.,,763-555-0134,2003-09-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
142,472,11141,,Nicole,,Ramirez,False,1977-06-21,M,,F,nicole42@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,1101 C Street,,152-555-0162,2003-11-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
143,647,11142,,Eduardo,,Patterson,False,1977-08-14,S,,M,eduardo55@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,6255 Macalvey Dr.,,190-555-0184,2003-08-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
144,645,11143,,Jonathan,M,Henderson,False,1977-02-04,M,,M,jonathan4@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,165 East Lane Road,,149-555-0113,2003-12-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
145,577,11144,,Edward,,Hernandez,False,1979-09-09,S,,M,edward48@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,7607 Pine Hollow Road,,178-555-0196,2003-07-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
146,580,11145,,Jasmine,L,Coleman,False,1979-12-08,S,,F,jasmine46@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,1961 Oak Grove Road,,857-555-0115,2003-07-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
147,509,11146,,Karla,L,Goel,False,1939-08-26,S,,F,karla20@adventure-works.com,40000,2,0,Bachelors,Management,1,2,3272 Corrie Lane,,1 (11) 500 555-0137,2003-08-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
148,568,11147,,Ernest,L,Wu,False,1939-02-05,M,,M,ernest6@adventure-works.com,60000,2,0,Graduate Degree,Management,1,1,1832 RiverRock Dr,,1 (11) 500 555-0139,2001-11-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
149,478,11148,,Ross,,Vazquez,False,1941-08-16,M,,M,ross32@adventure-works.com,40000,2,0,Bachelors,Management,1,2,1201 Paso Del Rio Way,,1 (11) 500 555-0163,2003-09-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
150,492,11149,,Theodore,,Gill,False,1941-04-20,M,,M,theodore14@adventure-works.com,40000,2,0,Bachelors,Management,1,2,9120 Pinewood Court,,1 (11) 500 555-0194,2003-12-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
151,699,11150,,Russell,M,Shen,False,1941-03-15,S,,M,russell6@adventure-works.com,40000,2,0,Bachelors,Management,1,2,4755 Easley Drive,,1 (11) 500 555-0191,2003-09-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
152,558,11151,,Melinda,G,Gill,False,1942-02-25,S,,F,melinda9@adventure-works.com,60000,2,0,Graduate Degree,Management,0,1,805 Rainier Dr.,,1 (11) 500 555-0117,2001-11-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
153,537,11152,,James,J,Williams,False,1976-01-10,S,,M,james77@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,6827 Seagull Court,,355-555-0153,2003-07-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
154,678,11153,,Angela,R,James,False,1976-06-23,M,,F,angela34@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,8877 Weatherly Drive,,847-555-0111,2003-09-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
155,573,11154,,Megan,G,Walker,False,1976-08-21,S,,F,megan25@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,6898 Holiday Hills,,918-555-0186,2003-07-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
156,443,11155,,Hunter,J,Robinson,False,1976-01-26,S,,M,hunter50@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,8356 Mori Court,,891-555-0125,2003-07-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
157,645,11156,,Maria,,Roberts,False,1976-02-07,S,,F,maria47@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,9452 Mariposa Ct.,,158-555-0199,2003-07-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
158,559,11157,,Hannah,E,Long,False,1975-06-11,M,,F,hannah32@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,1832 Preston Ct.,,974-555-0177,2004-01-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
159,690,11158,,Jason,K,Wright,False,1975-10-08,S,,M,jason46@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,6771 Bundros Court,,694-555-0176,2003-07-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
160,707,11159,,Brianna,A,Hughes,False,1975-09-17,S,,F,brianna57@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,6793 Bonifacio St.,,319-555-0183,2004-03-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
161,470,11160,,Maurice,M,Tang,False,1974-01-08,S,,M,maurice4@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,2886 Chaparral Court,Space # 45,947-555-0172,2003-08-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
162,470,11161,,Emily,,Wood,False,1974-04-22,S,,F,emily27@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,1562 Black Walnut,,184-555-0114,2003-12-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
163,643,11162,,Chase,,Cox,False,1974-03-05,S,,M,chase10@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,P.O. Box 8070,,764-555-0116,2003-08-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
164,552,11163,,Gabriel,,Wang,False,1974-12-20,M,,M,gabriel21@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,8002 Crane Court,,617-555-0150,2003-11-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
165,560,11164,,Devin,,Brooks,False,1974-05-05,S,,M,devin63@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,4231 Highland Dr.,,502-555-0138,2003-10-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
166,520,11165,,Jocelyn,,Alexander,False,1973-07-18,M,,F,jocelyn18@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,1,3376 Bank Way,,354-555-0134,2003-11-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
167,522,11166,,Ashley,,Martinez,False,1972-04-24,S,,F,ashley18@adventure-works.com,70000,0,0,Partial College,Skilled Manual,0,2,6993 Whyte Park Ave.,,131-555-0194,2004-04-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
168,495,11167,,Jasmine,J,Barnes,False,1972-08-01,S,,F,jasmine43@adventure-works.com,80000,0,0,Bachelors,Management,0,1,9183 Via Del Sol,,178-555-0156,2003-07-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
169,520,11168,,David,,Rodriguez,False,1968-05-15,S,,M,david83@adventure-works.com,80000,0,0,Bachelors,Management,0,1,38 Shangri-la Rd.,,730-555-0128,2003-07-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
170,619,11169,,Bryce,,Richardson,False,1968-06-22,M,,M,bryce8@adventure-works.com,90000,4,4,Bachelors,Management,1,1,1841 Blackwood Drive,,178-555-0176,2003-11-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
171,597,11170,,Carol,T,Howard,False,1968-02-05,M,,F,carol5@adventure-works.com,90000,4,4,Bachelors,Management,1,1,6281 Edward Ave,,845-555-0127,2004-02-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
172,707,11171,,Jonathan,E,Hill,False,1967-10-09,S,,M,jonathan43@adventure-works.com,100000,1,0,Bachelors,Management,1,2,3731 Chinquapin Ct,,134-555-0196,2002-02-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
173,507,11172,,Gabrielle,J,Adams,False,1967-11-21,M,,F,gabrielle58@adventure-works.com,100000,1,0,Bachelors,Management,1,2,5621 Arcadia Pl.,,403-555-0152,2003-11-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
174,703,11173,,Sarah,F,Thomas,False,1967-09-01,S,,F,sarah13@adventure-works.com,110000,0,0,Graduate Degree,Management,0,4,5636 Mt. Whitney Dr.,,868-555-0188,2003-09-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
175,653,11174,,Nicholas,,Robinson,False,1967-07-13,M,,M,nicholas19@adventure-works.com,110000,0,1,Graduate Degree,Management,1,0,1318 Lasalle Street,,949-555-0138,2004-01-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
176,430,11175,,Luis,,Wang,False,1963-03-05,S,,M,luis24@adventure-works.com,70000,0,0,Partial College,Skilled Manual,1,2,6943 Patterson Blvd.,,418-555-0127,2002-02-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
177,490,11176,,Mason,D,Roberts,False,1968-01-25,M,,M,mason25@adventure-works.com,90000,4,4,Bachelors,Management,1,1,5753 Megan Dr.,,539-555-0162,2003-08-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
178,688,11177,,Jose,M,Flores,False,1942-07-04,M,,M,jose6@adventure-works.com,110000,2,4,Graduate Degree,Management,1,2,3991 Rambling Rose Drive,,157-555-0182,2003-09-30,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
179,645,11178,,Nathan,J,Johnson,False,1943-08-24,M,,M,nathan55@adventure-works.com,100000,2,3,Graduate Degree,Management,1,3,8927 Daylight Place,,117-555-0182,2003-08-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
180,430,11179,,Molly,E,Rodriguez,False,1943-06-14,M,,F,molly18@adventure-works.com,120000,2,4,Graduate Degree,Management,1,3,5556 Riverland Dr.,,135-555-0185,2003-09-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
181,610,11180,,April,,Anand,False,1943-01-02,M,,F,april18@adventure-works.com,160000,1,3,Bachelors,Management,1,4,3531 Brookview Drive,,702-555-0144,2003-09-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
182,653,11181,,Devin,P,Martin,False,1943-08-08,M,,M,devin13@adventure-works.com,170000,2,3,Graduate Degree,Management,1,2,1085 Greenbelt Way,Unit B-105,735-555-0197,2003-11-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
183,694,11182,,Stephanie,,Torres,False,1944-08-25,S,,F,stephanie19@adventure-works.com,70000,4,0,Bachelors,Management,1,2,6968 Mildred Ln.,,567-555-0176,2004-02-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
184,691,11183,,Jasmine,W,Lee,False,1944-07-15,S,,F,jasmine19@adventure-works.com,70000,4,0,Bachelors,Management,1,2,7502 Contuti Avenue,,147-555-0199,2003-11-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
185,470,11184,,Meghan,,Hernandez,False,1944-11-16,S,,F,meghan3@adventure-works.com,70000,4,0,Bachelors,Management,1,2,5872 L St.,,967-555-0188,2004-02-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
186,511,11185,,Ashley,,Henderson,False,1944-10-08,S,,F,ashley31@adventure-works.com,70000,4,0,Bachelors,Management,1,2,8834 San Jose Ave.,,173-555-0121,2003-08-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
187,527,11186,,Sarah,C,Price,False,1944-05-21,S,,F,sarah25@adventure-works.com,70000,4,0,Bachelors,Management,1,2,4815 Paraiso Ct.,,180-555-0133,2004-04-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
188,597,11187,,Jennifer,S,Cooper,False,1944-02-22,M,,F,jennifer63@adventure-works.com,60000,4,0,Graduate Degree,Management,1,2,2429 Longview Road,,857-555-0111,2003-10-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
189,690,11188,,Catherine,,Morris,False,1944-09-06,M,,F,catherine16@adventure-works.com,60000,4,0,Graduate Degree,Management,0,2,6542 Stonewood Drive,,795-555-0117,2004-05-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
190,583,11189,,Lawrence,W,Blanco,False,1944-07-15,S,,M,lawrence14@adventure-works.com,60000,4,0,Graduate Degree,Management,1,2,7502 Contuti Avenue,,656-555-0171,2002-02-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
191,430,11190,,Carson,,Bryant,False,1944-06-22,M,,M,carson17@adventure-works.com,70000,5,0,Bachelors,Management,1,2,2995 Youngsdale Dr.,,240-555-0142,2004-02-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
192,469,11191,,Kristi,E,Perez,False,1945-12-18,S,,F,kristi39@adventure-works.com,70000,5,0,Bachelors,Management,1,3,1769 Lislin Ct,,123-555-0181,2002-02-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
193,693,11192,,James,C,Brown,False,1945-09-13,M,,M,james79@adventure-works.com,60000,4,0,Bachelors,Management,1,2,673 Old Mountain View Dr.,,725-555-0117,2003-12-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
194,573,11193,,Ian,A,Gray,False,1945-02-13,M,,M,ian72@adventure-works.com,60000,4,0,Bachelors,Management,1,2,5941 Gill Dr.,,596-555-0190,2003-08-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
195,527,11194,,Jacqueline,R,Price,False,1945-06-10,M,,F,jacqueline0@adventure-works.com,60000,4,0,Bachelors,Management,1,2,872 Mark Twain Dr,,266-555-0112,2003-09-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
196,678,11195,,Megan,,Henderson,False,1946-02-10,M,,F,megan55@adventure-works.com,60000,5,0,Bachelors,Management,1,3,8411 Mt. Olivet Place,,560-555-0150,2003-10-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
197,580,11196,,Alfredo,,Romero,False,1946-06-07,M,,M,alfredo10@adventure-works.com,60000,5,0,Bachelors,Management,1,3,2499 Greendell Pl,,342-555-0110,2003-09-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
198,693,11197,,Andrea,,Morris,False,1946-06-18,M,,F,andrea18@adventure-works.com,70000,3,1,Bachelors,Management,0,1,1883 Green View Court,,715-555-0178,2003-11-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
199,691,11198,,Brooke,,Sanders,False,1946-11-26,S,,F,brooke3@adventure-works.com,70000,4,1,Bachelors,Management,1,1,5192 Dumbarton Drive,,215-555-0156,2003-08-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
200,445,11199,,Jacqueline,,Bennett,False,1946-11-06,M,,F,jacqueline1@adventure-works.com,70000,4,1,Bachelors,Management,1,1,8948 Chinquapin Court,,413-555-0174,2003-09-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
201,701,11200,,Jason,L,Griffin,False,1947-11-22,M,,M,jason18@adventure-works.com,70000,4,1,Bachelors,Management,1,1,7239 Nicholas Drive,,232-555-0160,2003-08-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
202,547,11201,,Amanda,,Foster,False,1947-08-18,M,,F,amanda37@adventure-works.com,70000,4,1,Bachelors,Management,1,1,3984 San Francisco,,505-555-0159,2004-01-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
203,645,11202,,Alexia,L,Price,False,1947-08-26,M,,F,alexia0@adventure-works.com,80000,5,0,Bachelors,Management,0,2,2079 Wellington Ct,,552-555-0118,2004-03-18,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
204,675,11203,,Luis,D,Diaz,False,1948-08-21,M,,M,luis21@adventure-works.com,40000,2,1,High School,Professional,1,2,3682 Diablo View Road,,171-555-0126,2003-08-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
205,580,11204,,Destiny,C,Rivera,False,1948-06-01,M,,F,destiny33@adventure-works.com,40000,2,1,High School,Professional,1,2,6965 Appalachian Drive,,743-555-0111,2004-02-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
